trap_line,trap_name,tunnel_types,internal_baffels,trap_types,trap_types2,lid_securitys,box_condition,note,date_reported
North Branch,CN147,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN148,new_style,Stainless Steel 170mm baffle,good_design,,shortscrew_and_nail,A,,
North Branch,CN149,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN150,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN151,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN152,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN153,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN154,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN155,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN156,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN157,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN158,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN159,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN160,new_style,Stainless Steel 170mm baffle,good_design,,kea_brackets 65mm_screws,A,,
North Branch,CN161,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN162,new_style,galve_mesh_trap_baffle,good_design,,65mm screw,A,,
North Branch,CN163,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN164,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN165,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN166,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN167,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN168,new_style,Stainless Steel 170mm baffle,good_design,,65mm screw,A,,
North Branch,CN169,new_style,galve_mesh_trap_baffle,good_design,,65mm screw,A,,
North Branch,CN170,new_style,galve_mesh_trap_baffle,good_design,,65mm screw,A,,
North Branch,CN171,new_style,galve_mesh_trap_baffle,good_design,,65mm screw,A,,
North Branch,CN172,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN173,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
North Branch,CN174,new_style,Stainless Steel 150mm baffle,good_design,,65mm screw,B,,
Nealeburn,N001,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N002,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N003,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N004,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N005,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N006,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N007,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N008,new_style,galve_mesh_trap_baffle x1/ Stainless Steel 170mm baffle x1,good_design,,65mm_screws,B,,
Nealeburn,N009,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N010,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N011,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N012,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N013,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N014,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N015,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N016,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N017,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N018,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N019,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N020,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N021,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N022,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,C,,
Nealeburn,N023,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N024,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N025,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N026,new_style,no_trap_baffle_but_has_slot,good_design,,shortscrew_and_nail,B,,
Nealeburn,N027,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N028,new_style,no_trap_baffle_but_has_slot,good_design,,65mm_screws,C,,
Nealeburn,N029,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N030,new_style,no_trap_baffle_but_has_slot jumper_baffle,good_design,,shortscrew_and_nail,B,,
Nealeburn,N031,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N032,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N033,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,A,,
Nealeburn,N034,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N035,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N036,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N037,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N038,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N039,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N040,new_style,no_trap_baffle_but_has_slot jumper_baffle,good_design,,65mm_screws,B,,
Nealeburn,N041,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N042,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N043,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N044,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N045,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N046,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N047,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N048,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N049,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N050,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N051,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N052,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N053,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N054,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N055,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N056,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,C,,
Nealeburn,N057,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N058,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N059,oldstyle,galve_mesh_trap_baffle,good_design_trigger_bent,,65mm_screws,B,,
Nealeburn,N060,new_style,no_trap_baffle_but_has_slot jumper_baffle,good_design,,shortscrew_and_nail,B,,
Nealeburn,N061,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N062,infill_style,needs SS baffles 170mm,good_design_trigger_bent,,shortscrew_and_nail,B,,
Nealeburn,N063,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N064,new_style,needs SS baffles 170mm,good_design,,65mm_screws,C,,
Nealeburn,N065,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N066,new_style,needs SS baffles 170mm,faulty design,,65mm_screws,C,,
Nealeburn,N067,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N068,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N069,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N070,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N071,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N072,new_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,C,,
Nealeburn,N073,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N074,new_style,galve_mesh_trap_baffle,good_design,,65mm_screws,B,,
Nealeburn,N075,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N076,infill_style,Stainless Steel 170mm baffle,good_design,,65mm_screws,B,,
Nealeburn,N077,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N078,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N079,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
Nealeburn,N080,NEW STYLE nsk,Stainless Steel 170mm baffle,good_design,,kea brackets 65mm_screws,A,,
