deviceId,area,trap_line,code,boxLength,entrance,,,end,internal_baffels,,killtrap,lid_securitys,rebar,pinkTri,box_condition,note,photo,date_reported,volname
,Murchies,ESK,Esk17,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk17a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk18,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk18a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk19,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk19a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk20,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk20a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk21,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk21a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk22,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk22a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk23,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk23a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk24,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk24a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk25,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk25a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk26,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk26a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk27,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk27a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk28,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk28a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk29,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk29a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk30,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk30a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk31,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk31a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk32,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk32a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ESK,Esk33,,new_style,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets shortscrews,,,C,,,20-May,
,Murchies,ETB,Etb01,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb02,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb03,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb04,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb05,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb06,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb07,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb08,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb09,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb10,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb11,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb12,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb13,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb14,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb15,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb16,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb17,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb18,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ETB,Etb19,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb20,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb21,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb22,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb23,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb24,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb25,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb26,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb27,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb28,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb29,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb31,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb31,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb32,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb33,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,C,,,,
,Murchies,ETB,Etb34,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,Not servicing anymore,,
,Murchies,ETB,Etb35,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,Not servicing anymore,,
,Murchies,ETB,Etb36,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb37,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb38,,new_style,,,,galve_mesh_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,ETB,Etb39,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb40,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb41,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb42,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb43,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb44,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb45,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb46,,new_style,,,,galve_mesh_trap_baffle,,good_design_trigger_bent,kea_brackets 65mm_screws,,,B,,,,
,Murchies,ETB,Etb47,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb48,,new_style,,,,galve_mesh_trap_baffle,,good_design_trigger_bent,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb49,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb50,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,ETB,Etb51,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew01,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,EW01A,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew01b,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew02,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,EW02A,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew03,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,1xdoc150 repaced june 2020,
,Murchies,EW,EW03A,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew04,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew05,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew05a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew06,,new_style,,,,no_trap_baffle_but_has_slot,,good_design_trigger_bent,kea_brackets shortscrews,,,B,,,20-May,
,Murchies,EW,Ew06a,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,1xdoc150 repaced june 2020,
,Murchies,EW,Ew07,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew07a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,EW08,,new_style,,,,sainless_trap_baffle,,good_design,65mm_screws kea_brackets,,,A,,,20-May,
,Murchies,EW,EW08A,,new_style,,,,sainless_trap_baffle,,good_design,65mm_screws,,,A,,,20-May,
,Murchies,EW,Ew09,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew09a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew10,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew10a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew11,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew11a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew12,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew12a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew13,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew13a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew14,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew14A,,new_style,,,,stainless_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,New trapbox installed June 2020,
,Murchies,EW,Ew15,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew15a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew16,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wire door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew16a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew17,,new_style,,,,no_trap_baffle_but_has_slot,,good_design_trigger_bent,65mm_screws kea_brackets,,,B,,,20-May,
,Murchies,EW,Ew17a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew18,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew18a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew19,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew19a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew20,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew20a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,EW,Ew21,,new_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew21a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew22,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew22a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew23,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew23a,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew24,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,EW,EW24A,,new_style,,,,galve_mesh_trap_baffle,,faulty_design,kea_brackets shortscrews,,,B,,,20-May,
,Murchies,EW,Ew25,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew26,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew27,,new_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew28,,new_style,,,,door_baffle_wire no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EW,Ew29,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl01,,infill_style,,,,door_baffle_wooden,,faulty_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,EYL,Eyl01a,,infill_style,,,,door_baffle_wooden,,faulty_design,kea_brackets shortscrews,,,A,,,,
,Murchies,EYL,Eyl01R,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,20-May,
,Murchies,EYL,Eyl02,,infill_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl02a,,infill_style,,,,door_baffle_wooden,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl03,,infill_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl03a,,infill_style,,,,door_baffle_wooden,,faulty_design,kea_brackets shortscrews,,,A,,,,
,Murchies,EYL,Eyl04,,infill_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design_trigger_bent,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl04a,,infill_style,,,,door_baffle_wooden,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl05,,infill_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl05a,,infill_style,,,,door_baffle_wooden,,faulty_design,shortscrews kea_brackets,,,A,,,,
,Murchies,EYL,Eyl06,,infill_style,,,,no_trap_baffle_but_has_slot door_baffle_wooden,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl06a,,infill_style,,,,door_baffle_wooden,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl07,,infill_style,,,,door_baffle_wooden no_trap_baffle_but_has_slot,,good_design,shortscrew_and_nail,,,A,,,,
,Murchies,EYL,Eyl07a,,infill_style,,,,door_baffle_wooden,,faulty_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl08,,infill_style,,,,door_baffle_wooden,,good_design,shortscrew_and_nail,,,A,,,,
,Murchies,EYL,Eyl08a,,infill_style,,,,door_baffle_wooden,,faulty_design,shortscrew_and_nail,,,A,,,,
,Murchies,EYL,Eyl09,,infill_style,,,,door_baffle_wooden,,good_design,shortscrew_and_nail,,,A,,,,
,Murchies,EYL,Eyl09a,,infill_style,,,,door_baffle_wooden,,faulty_design,shortscrew_and_nail,,,A,,,,
,Murchies,EYL,Eyl10,,infill_style,,,,door_baffle_wooden,,faulty_design,shortscrew_and_nail,,,A,,,,
,Murchies,EYL,Eyl10a,,infill_style,,,,door_baffle_wooden,,good_design_trigger_bent,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl11,,?,,,,no_trap_baffle_but_has_slot,,good_design,kea_brackets 65mm_screws,,,B,,,20-May,side_entrance short_trap stainless_plate
,Murchies,EYL,Eyl12,,new_style,,,,galve_mesh_trap_baffle,,good_design_trigger_bent second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl13,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl14,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl15,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,20-May,
,Murchies,EYL,Eyl16,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,B,,,,
,Murchies,EYL,Eyl17,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl18,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl19,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl20,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,,
,Murchies,EYL,Eyl21,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,20-May,
,Murchies,EYL,Eyl22,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,20-May,
,Murchies,EYL,Eyl23,,new_style,,,,galve_mesh_trap_baffle,,good_design second_trap_different,kea_brackets 65mm_screws,,,A,,,20-May,
,Murchies,GW,GW01,,oldstyleext,,,,jumper_baffle door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW01A,,oldstyleext,,,,no_trap_baffle_no_slot door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW02,,oldstyleext,,,,jumper_baffle door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW02A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW03,,oldstyleext,,,,door_baffle_wire jumper_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW03A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW04,,oldstyleext,,,,door_baffle_wire no_trap_baffle_no_slot door_baffle_wooden one_missing,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW04A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW05,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW05a,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW06,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW06A,,side_entrance,,,,galve_mesh_trap_baffle,,faulty_design,65mm_screws kea_brackets,,,C B,,,,
,Murchies,GW,GW07,,oldstyleext,,,,jumper_baffle door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW07A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW08,,oldstyleext,,,,door_baffle_wire jumper_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW08A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW09,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW09A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW10,,oldstyleext,,,,jumper_baffle door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW10A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW11,,oldstyleext,,,,jumper_baffle door_baffle_wooden,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW11a,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW12,,oldstyleext,,,,jumper_baffle door_baffle_wire,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW12A,,new_style,,,,Stainless Steel 170mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW13,,oldstyleext,,,,door_baffle_wire jumper_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW14,,oldstyleext,,,,jumper_baffle door_baffle_wire,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,GW,GW15,,new_style,,,,galve_mesh_trap_baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW16,,oldstyleext,,,,jumper_baffle,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW17,,oldstyleext,,,,door_baffle_wire jumper_baffle,,good_design,65mm_screws kea_brackets,,,B,,,,
,Murchies,GW,GW17A,,infill_style,,,,Stainless Steel 150mm Baffle,,good_design,kea_brackets 65mm_screws,,,A,,,,
,Murchies,GW,GW18,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,kea_brackets 65mm_screws,,,B,,,,
,Murchies,GW,GW18A,,infill_style,,,,Stainless Steel 150mm Baffle,,good_design,65mm_screws kea_brackets,,,A,,,,
,Murchies,GW,GW19,,oldstyleext,,,,no_trap_baffle_no_slot,,good_design,65mm_screws kea_brackets,,,B,,,,
